,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_num,publisher_num
7464,Landscape and Memory,Simon Schama,4.17,eng,672,900,80,820800660,Vintage,1,1
7465,Mere Christianity,C.S. Lewis/Kathleen Norris,4.32,eng,227,7665,664,1421798640,HarperOne,2,1
7466,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,eng,104,3094,301,1107129780,Penguin Books Ltd,4,1
7467,The Icarus Agenda,Robert Ludlum,3.96,eng,836,37,3,1072915620,Orion Books,1,1
7468,Witch Baby (Weetzie Bat  #2),Francesca Lia Block,4.18,eng,128,3576,110,694224060,HarperTeen,1,1
7469,Poetry for Young People: Edward Lear,Edward Lear/Laura Huliska-Beith/Edward Mendelson,3.91,eng,48,66,19,978307800,Sterling,3,1
7470,First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,4.1,eng,384,33724,350,821836860,Free Press,3,1
7471,The House of Mirth,Edith Wharton,3.95,eng,272,749,62,1010275680,Dover Publications,1,1
7472,Freak the Mighty (Freak The Mighty  #1),Rodman Philbrick,4.01,eng,169,41589,4153,978307560,Scholastic Paperbacks,1,1
7473,Tropic of Orange,Karen Tei Yamashita,3.55,eng,268,1749,118,852077340,Coffee House Press,1,1
7474,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.97,eng,384,29553,254,1104538140,Hachette Books,1,1
7475,The State of the Art,Iain M. Banks,3.84,eng,188,46,6,1104538080,Night Shade,1,1
7476,A Year in the Merde,Stephen Clarke,3.54,en-US,276,11429,979,1136160300,Bloomsbury Publishing PLC,1,1
7477,Silver Bullet,Stephen King/Bernie Wrightson,3.64,en-US,255,3551,33,474336660,Signet,2,1
7478,The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,4.11,eng,304,227,23,1138406880,Yale University Press,2,1
7479,The Psychology of Everyday Things,Donald A. Norman,4.17,eng,257,265,31,569030760,Basic Books,1,1
7480,The Jungle,Upton Sinclair/Earl Lee/Kathleen DeGrave,3.74,eng,335,110423,4133,1041379440,See Sharp Press,3,1
7481,Prometheus Rising,Robert Anton Wilson/Israel Regardie,4.26,eng,284,5394,299,1262304540,New Falcon Publications,2,1
7482,Ju-on Volume 1 (呪怨  #1),Kei Ohishi/Joe Swift,3.82,eng,240,348,31,1137629340,Dark Horse Manga,2,1
7483,Power  Sex  Suicide: Mitochondria and the Meaning of Life,Nick Lane,4.24,eng,354,2221,151,1136074320,Oxford University Press  USA,1,1
7484,Child of the Prophecy (Sevenwaters  #3),Juliet Marillier,4.12,eng,596,17071,708,1042675560,Tor Books,1,1
7485,The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn,4.25,eng,705,4365,138,1075507680,Del Rey,3,1
7486,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,eng,56,6674,480,220925520,Leete's Island Books,4,1
7487,The Collectors (Camel Club  #2),David Baldacci,4.02,en-US,438,34462,1410,1137543000,Warner Books,1,1
7488,Entre Amis: An Interactive Approach,Michael D. Oates/Larbi Oukada,3.39,eng,528,23,4,1105920180,Heinle,2,1
7489,Outsider,Albert Camus,3.98,eng,110,21,2,410227260,University Press of America,1,1
7490,What Life Was Like at the Rebirth of Genius: Renaissance Italy  AD 1400-1550 (What Life Was Like),Richard Stapleford/Time-Life Books,4.0,eng,168,41,3,915149340,Time Life Medical,2,1
7491,Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,4.0,eng,445,0,0,1011139260,Academic Press,2,1
7492,Through the Arc of the Rain Forest,Karen Tei Yamashita,3.9,eng,212,127,18,631152420,Coffee House Press,1,1
7493,A Woman in Jerusalem,A.B. Yehoshua/Hillel Halkin,3.43,en-US,256,851,132,1137197280,Houghton Mifflin Harcourt,2,1
7494,After Many a Summer Dies the Swan,Aldous Huxley,3.75,en-US,368,2056,149,725846460,Ivan R. Dee Publisher,1,1
7495,Mary Queen of Scotland and The Isles,Margaret George,4.05,eng,870,11523,507,853286640,St. Martin's Griffin,1,1
7496,Hairstyles of the Damned,Joe Meno,3.72,eng,270,5298,468,1072915740,Akashic Books/Punk Planet Books,1,2
7497,An Imaginary Life,David Malouf,3.88,eng,156,1552,144,915494520,Vintage,1,1
7498,The Various Haunts of Men (Simon Serrailler #1),Susan Hill,3.82,eng,438,8361,819,1169165040,Harry N. Abrams,1,1
7499,A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,3.94,eng,168,144,10,1043712240,Cambridge University Press,2,1
7500,Mere Christianity,C.S. Lewis,4.32,eng,191,240060,5828,820454760,Touchstone Books,1,1
7501,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,Greg Behrendt/Liz Tuccillo,3.66,eng,208,52688,2463,1138234320,Gallery Books,2,1
7502,Iceland's Bell,Halldór Laxness/Philip Roughton/Adam Haslett,3.89,eng,425,1262,90,1042503000,Vintage,3,1
7503,Pretty Face  Vol. 1,Yasuhiro Kano,3.83,eng,192,494,40,1168128480,VIZ Media LLC,1,1
7504,Savage Inequalities: Children in America's Schools,Jonathan Kozol,4.25,eng,272,15923,666,695174760,Harper Perennial,1,1
7505,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.62,eng,46,55,7,1009843260,Simple Productions,1,1
7506,Mindstar Rising (Greg Mandel  #1),Peter F. Hamilton,3.92,en-US,432,6192,171,853286700,Tor Books,1,1
7507,Broken Vessels,Andre Dubus,4.33,eng,195,351,45,694224660,David R. Godine Publisher,1,1
7508,The Evolution Of Desire: Strategies of Human Mating,David M. Buss,4.08,en-GB,354,1459,78,1043539560,Basic Books,1,1
7509,Merry Christmas  Stinky Face,Lisa McCourt/Cyd Moore,3.97,eng,32,20,3,1072915800,Scholastic,2,1
7510,Skipping Christmas,John Grisham,3.49,eng,198,46334,3399,1073347860,Arrow,1,1
7511,A Three Dog Life,Abigail Thomas,3.74,en-US,182,191,47,1136419740,Houghton Mifflin Harcourt,1,1
7512,Magnificat (Galactic Milieu Trilogy  #3),Julian May,4.21,en-US,432,2756,31,1295481840,Del Rey,1,1
7513,Mr. Happy,Roger Hargreaves,3.98,eng,36,1,0,1075421040,Egmont Children's Books,1,1
7514,Chimera,John Barth,3.73,en-US,308,1775,86,979949460,Mariner Books,1,1
7515,And the Envelope  Please...: Ever After / An Affair To Remember / It Happened One Night,Barbara Bretton/Emilie Rose/Isabel Sharpe,3.57,eng,279,7,1,1136592120,Harlequin Anthologies,3,1
7516,Experiencing Father's Embrace,Jack Frost,4.33,eng,256,545,44,1136073840,Destiny Image Incorporated,1,1
7517,Prisoner's Dilemma,Richard Powers,3.87,en-US,352,543,45,1009929840,Harper Perennial,1,1
7518,El amor en los tiempos del cólera,Gabriel García Márquez,3.91,spa,430,54,1,473385660,Círculo de Lectores,1,1
7519,Eight Cousins (Eight Cousins  #1),Louisa May Alcott,4.01,eng,224,31532,767,1169856120,Dover Publications,1,1
7520,The Prince,Niccolò Machiavelli/Rufus Goodwin/Benjamin Martinez,3.81,eng,140,194545,4260,1041379560,Dante University of America Press,3,1
7521,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,eng,206,9197,120,1043625780,Penguin Books,3,1
7522,The Short Stories,Ernest Hemingway,4.26,en-US,464,219,21,1011917220,Scribner Classics,1,1
7523,Middlesex Borough (Images of America: New Jersey),Middlesex Borough Heritage Committee,5.0,eng,128,2,0,1042761780,Arcadia Publishing,1,1
7524,The Analects,Confucius/D.C. Lau,3.83,eng,249,12131,319,286243740,Penguin Books Ltd,2,1
7525,Bloodsucking Fiends (A Love Story  #1),Christopher Moore,3.94,eng,300,52843,1868,1072915560,HarperCollins,1,1
7526,In the Dark of the Night,John Saul,3.88,eng,324,4278,178,1137542820,Ballantine Books,1,1
7527,A Kiss Before Dying,Ira Levin/Otto Penzler,3.94,eng,242,6548,556,1041897840,Carroll & Graf Publishers,2,1
7528,ヒカルの碁 6、院生試験,Yumi Hotta/Takeshi Obata,4.22,jpn,211,8,2,947376240,集英社,2,1
7529,Complete Works of Tacitus,Tacitus/Alfred J. Church/William Jackson Brodribb/Moses Hadas,4.29,eng,773,280,13,-189388260,McGraw-Hill Humanities/Social Sciences/Languages,4,3
7530,Fullmetal Alchemist  Vol. 14 (Fullmetal Alchemist  #14),Hiromu Arakawa/Akira Watanabe,4.59,eng,192,8634,118,1168733280,VIZ Media LLC,2,1
7531,The Erotic Phenomenon,Jean-Luc Marion/Stephen E. Lewis,4.03,eng,248,75,12,1137283860,University of Chicago Press,2,1
7532,When Smoke Ran Like Water: Tales Of Environmental Deception And The Battle Against Pollution,Devra Davis/Mitchell Gaynor,4.02,en-US,352,249,29,1043453520,Basic Books,2,1
7533,The Power of One: One Person  One Rule  One Month,John C. Maxwell/Stephen R. Graves/Thomas G. Addington,4.28,en-US,256,16,1,1072915860,Thomas Nelson,3,1
7534,White Teeth,Zadie Smith,3.77,eng,448,102370,5677,979257960,Vintage,1,1
7535,Shadowkill (Diadem: Shadith's Quest  #3),Jo Clayton/Jo Clayton,3.99,eng,400,68,1,662688240,DAW,2,1
7536,Good in Bed (Cannie Shapiro  #1),Jennifer Weiner,3.72,eng,376,269843,5384,1009929840,Washington Square Press,1,1
7537,Leadership Challenge,James M. Kouzes,4.05,eng,50,0,0,1072915920,Pfeiffer & Company,1,1
7538,Wicked Dreams,Kingdome 19,3.67,eng,112,3,0,1136074140,Bruno Gmünder,1,1
7539,Consider the Lobster and Other Essays,David Foster Wallace,4.23,eng,343,32876,2406,1105575120,Little  Brown and Company,1,1
7540,Firefighters in the Dark,Dashka Slater/Nicoletta Ceccoli,3.6,en-US,32,89,17,1136160600,HMH Books for Young Readers,2,1
7541,Cloak and Dagger (Tom Clancy's Net Force Explorers  #17),John Helfers/Russell Davis/Tom Clancy/Steve Pieczenik,4.0,eng,208,58,0,1041638580,Berkley,4,1
7542,Hell House,Richard Matheson,3.79,eng,301,29779,1488,1072915620,Severn House Publishers,1,1
7543,Roald Dahl Treasury,Roald Dahl,4.43,eng,448,2143,65,1042589340,Viking Juvenile,1,1
7544,Judy Moody  M.D.: The Doctor is In! (Judy Moody #5),Megan McDonald/Peter H. Reynolds,4.08,eng,176,4554,151,1137196980,Candlewick Press,2,1
7545,The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,eng,168,15,3,252461400,Pantheon Books (NY),2,1
7546,Encore Provence: New Adventures in the South of France,Peter Mayle,4.0,eng,240,9980,254,948758640,Vintage,1,1
7547,The Legacy of Mark Rothko,Lee Seldes,3.87,eng,403,36,5,822269280,Da Capo Press,1,1
7548,The Sonnets,William Shakespeare/Stephen Orgel/John Hollander,4.25,eng,164,349,19,978307920,Penguin Classics,3,1
7549,Open City 6: The Only Woman He Ever Left,Open City Magazine/James Purdy/Daniel Pinchbeck/Michael Cunningham/Deborah Garrison/Rem Koolhaas/Rick Moody/Strawberry Saroyan/Debra Garrison,0.0,eng,200,0,0,947722200,Grove Press  Open City Books,9,1
7550,Exquisite Corpse,Poppy Z. Brite,3.75,eng,240,8582,574,853718880,Gallery Books,1,1
7551,Cry to Heaven,Anne Rice,3.85,eng,566,18067,558,788918640,Ballantine Books,1,1
7552,Antes que anochezca,Reinaldo Arenas,4.17,spa,343,427,35,1201478520,TusQuets,1,1
7553,The Mystery Play,Grant Morrison/Jon J. Muth,3.44,en-US,80,688,40,788918880,Vertigo,2,1
7554,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,4.07,en-US,472,32,7,1043280540,Everyman's Library,2,1
7555,City Eclogue,Ed Roberson,4.13,eng,136,67,7,1138579260,Atelos Press,1,1
7556,His Excellency: George Washington,Joseph J. Ellis,3.92,eng,320,32978,1112,1105143060,Vintage,1,1
7557,From Far Away,Robert Munsch/Michael Martchenko/Saoussan Askar,4.0,eng,33,219,21,788918520,Annick Press,3,1
7558,Bugs for Lunch/Insectos para el almuerzo,Margery Facklam/Sylvia Long/Liliana Valenzuela,3.78,spa,32,4,1,1009843620,Charlesbridge,3,1
7559,Dubliners,James Joyce/Margot Norris/Hans Walter Gabler/Walter Hettche,3.85,eng,369,789,51,1136073720,W. W. Norton & Company,4,1
7560,Gulliver's Travels,Jonathan Swift/Robert DeMaria Jr.,3.57,eng,306,194738,3485,1043884860,Penguin,2,1
7561,From Nomads to Pilgrims: Stories from Practicing Congregations,Diana Butler Bass,4.0,eng,179,13,0,1107043920,Rowman & Littlefield Publishers,1,1
7562,When Night Falls,Linda  Anderson,3.44,eng,436,41,3,946685400,Pocket Books,1,1
7563,Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,eng,339,155,13,1043280360,Headline Review,1,1
7564,What are the Seven Wonders of the World?: And 100 Other Great Cultural Lists—Fully Explicated,Peter D'Epiro/Mary Desmond Pinkowish,3.77,eng,560,231,19,883613520,Anchor,2,1
7565,Los funerales de la Mamá Grande,Gabriel García Márquez,3.78,spa,160,4694,133,1136592120,Plaza y Janes,1,1
7566,Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,4.15,eng,14,434,28,978307440,Little Simon,1,1
7567,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,3.88,eng,308,14022,452,662688720,Bantam,1,1
7568,The Medusa in the Shield,David G. Hartwell/Robert Aickman/Charlotte Perkins Gilman/William Faulkner/Robert Smythe Hichens/Richard Matheson/Joanna Russ/Dennis Etchison/D.H. Lawrence/Tanith Lee/Flannery O'Connor/Ramsey Campbell/Thomas M. Disch/Henry James/Theodore Sturgeon/Clive Barker/Edgar Allan Poe/Stephen King/Michael  Bishop/H.P. Lovecraft/J. Sheridan Le Fanu,3.88,eng,498,49,6,663898260,Tor Books,21,1
7569,Una Vida Con Proposito Volumen 6,Rick Warren,4.35,spa,56,26,3,1107129900,Vida,1,1
7570,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,eng,256,506,22,1074989400,Silhouette Special Edition,1,1
7571,The Life of Our Lord: Written for His Children During the Years 1846 to 1849,Charles Dickens,4.01,eng,128,1729,364,915840660,Simon  Schuster,1,1
7572,A Dracula Handbook,Elizabeth Russell Miller,4.07,eng,200,10,1,1106438580,Xlibris Corporation,1,1
7573,Manshape,John Brunner,3.11,eng,159,34,5,381024540,DAW SF,1,1
7574,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.97,eng,301,11173,345,1072915740,Holt McDougal,1,1
7575,Secrets of the Scorpion,Jed Carleton/Shawn Carman/Seth Mason/Robert    Lee/Travis Heerman/Aaron Medwin/Matthew S. Armstrong/D.J. Trindle/Cris Dornaus/Eric Steiger,3.68,eng,96,44,0,1041379440,Alderac Entertainment Group (AEG),10,1
7576,Preludes & Nocturnes (The Sandman  #1),Neil Gaiman/Sam Kieth/Mike Dringenberg/Malcolm Jones III/Todd Klein/Karen  Berger,4.24,eng,233,171841,3781,883613520,Vertigo,6,1
7577,Scavenger (Frank Balenger  #2),David Morrell,3.6,eng,368,1760,190,1168646580,Vanguard Press,1,1
7578,Book of Nightmares (Diadem  Worlds of Magic  #6),John Peel,4.12,eng,192,334,2,1105142580,Llewellyn Publications,1,1
7579,Missing You (1-800-Where-R-You  #5),Meg Cabot,4.17,eng,268,11056,366,1138234320,HarperTempest,1,1
7580,Shadowplay (Shadowmarch  #2),Tad Williams,3.9,eng,656,6061,174,1168041780,Daw Books,1,1
7581,Jasmine and Stars: Reading More Than Lolita in Tehran,Fatemeh Keshavarz,3.63,en-US,174,258,46,1167955380,University of North Carolina Press,1,1
7582,Poor People,William T. Vollmann,3.72,eng,434,769,139,1169856120,Ecco,1,1
7583,The Collected Works of C.S. Lewis,C.S. Lewis/Michael Hauge,4.45,en-US,537,39,3,822960180,Thomas Nelson,2,1
7584,Inferno,Dante Alighieri/Anthony M. Esolen,4.0,eng,560,219,25,1106611800,Modern Library,2,1
7585,Discovery of the Presence of God: Devotional Nonduality,David R. Hawkins,4.61,en-US,296,186,11,1169942760,Veritas Publishing,1,1
7586,Spinoza: A Life,Steven Nadler,4.1,eng,422,234,23,980208240,Cambridge University Press,1,1
7587,Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,eng,236,156,17,1105056360,Signet,3,1
7588,The Bluest Eye,Toni Morrison,4.03,eng,216,132233,5507,1104970140,Plume,1,1
7589,El laberinto,Kate Mosse/Claudia Conde,3.57,spa,626,52,6,1136073660,Planeta Publishing,2,1
7590,101 Stories of the Great Ballets: The Scene-by-Scene Stories of the Most Popular Ballets  Old and New,George Balanchine/Francis Mason,4.0,en-US,560,203,12,159408300,Anchor,2,1
7591,The Mistress Manual: The Good Girl's Guide to Female Dominance,Mistress Lorelei,3.76,eng,220,346,30,947894760,Greenery Press (CA),1,1
7592,The Castle of  the Silver Wheel,Teresa Edgerton,3.94,eng,278,89,4,725846520,Ace,1,1
7593,The Portrait of Dorian Gray,Oscar Wilde/Elizabeth  Gray,4.08,eng,51,85,2,915927000,Express Publishing,2,1
7594,Industry and Empire: The Birth of the Industrial Revolution,Eric Hobsbawm/Chris Wrigley,3.92,eng,411,301,14,915149340,The New Press,2,1
7595,A Separate Peace,John Knowles/David Levithan,3.57,eng,208,175779,6261,1043885340,Scribner,2,1
7596,Basket Case,Carl Hiaasen,3.82,eng,413,333,29,1041379260,Grand Central Publishing,1,1
7597,Slider,Patrick Robinson,4.13,en-US,416,66,7,1075161840,It Books,1,1
7598,The Complete Poems (Poetry Library),D.H. Lawrence,4.01,eng,704,1564,25,757728480,Wordsworth Editions,1,1
7599,Walt Disney's Peter Pan (A Little Golden Book),Walt Disney Company/Al Dempster,4.39,eng,24,5661,87,1169510460,Golden/Disney,2,2
7600,Paper Money,Ken Follett,3.32,eng,286,102,17,820454580,MacMillan General Books,1,1
7601,Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,4.49,eng,832,63,8,1073520420,Library of America,2,1
7602,One  No One and One Hundred Thousand,Luigi Pirandello/William Weaver/Samuel Putnam,4.1,eng,176,3852,106,694224540,Marsilio Publishers,3,1
7603,With Her Last Breath,Cait London,3.66,en-US,384,112,11,1043366760,Avon,1,1
7604,National Geographic Field Guide to the Birds of North America,National Geographic Society/Jon L. Dunn/Jonathan Alderfer,4.38,eng,503,745,27,1137975060,National Geographic Society,3,1
7605,Culture Shock! Laos (Culture Shock!),Stephen  Mansfield,3.29,eng,220,12,1,949190460,Kuperard,1,1
7606,The Hour Before Dark,Douglas Clegg,3.76,eng,370,1034,78,1041379740,Leisure Books,1,1
7607,The McDougall Quick and Easy Cookbook,John A. McDougall/Mary McDougall,4.01,eng,336,308,20,915149040,Plume,2,1
7608,Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,eng,291,1495,52,1136333340,Basic Books,1,1
7609,Fiddlers (87th Precinct  #55),Ed McBain/Otto Penzler,3.86,eng,276,788,85,1136419740,Mariner Books,2,1
7610,Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,John Steinbeck/Elaine Steinbeck/Robert DeMott,4.35,eng,909,371,25,757382940,Library of America,3,1
7611,The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,eng,60,418,37,1136937840,Vintage,1,1
7612,Murder in the Cathedral,T.S. Eliot,3.76,eng,148,6782,309,-187919820,Harcourt  Brace Jovanovich/Harvest,1,2
7613,You Can't Be Neutral on a Moving Train: A Personal History of Our Times,Howard Zinn,4.3,eng,214,2543,141,1010189340,Beacon Press,1,1
7614,Ultimate Spider-Man  Volume 7,Brian Michael Bendis/Mark Bagley,4.1,eng,344,272,9,1136333400,Marvel,2,1
7615,Essential McLuhan,Marshall McLuhan/Eric McLuhan/Frank Zingrone,4.05,eng,416,8,0,852595560,Routledge,3,1
7616,The Arabian Nightmare,Robert Irwin,3.84,eng,282,411,32,1012349040,Harry N. Abrams,1,1
7617,The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,3.73,eng,264,69,9,1043885040,NYRB Classics,4,1
7618,A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,eng,297,18,2,820454460,Mira (Mills and Boon),2,1
7619,Orlando Furioso,Ludovico Ariosto/Guido Waldman,4.02,eng,656,2339,64,917481660,Oxford University Press,2,1
7620,A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,eng,96,10,1,1010620860,Spark Publishing,1,1
7621,The Origins of the Civil Rights Movements: Black Communities Organizing for Change,Aldon D. Morris,4.05,en-US,368,151,13,506131740,Free Press,1,1
7622,The White House (Symbols of America),Debra Hess,4.0,eng,40,3,2,1072915260,Cavendish Square Publishing,1,1
7623,Lucy Sullivan Is Getting Married,Marian Keyes,3.77,en-US,640,43077,690,1169510460,William Morrow Paperbacks,1,1
7624,The Climb (Everest Trilogy),Gordon Korman,3.9,eng,151,3,0,1009843620,Turtleback Books,1,1
7625,The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.16,eng,344,2486,99,1168905660,Vintage Classics,3,1
7626,Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.89,eng,400,1267,24,1043366760,Berkley Books,3,1
7627,Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,eng,248,131,19,947635800,Souvenir Press,1,1
7628,Me and Jezebel: When Bette Davis Came for Dinner -- And Stayed ... And Stayed ... And Stayed ... And ...,Elizabeth L. Fuller,3.73,eng,244,30,5,694224300,Berkley,1,1
7629,Cypress Gardens (Images of America: Florida),Mary M. Flekke/Sarah E. MacDonald/Randall M. MacDonald,3.0,eng,128,5,1,1138320660,Arcadia Publishing (SC),3,1
7630,El Paso,Matt Braun,3.35,eng,256,23,4,916358820,St. Martin's Paperbacks,1,1
7631,Farewell to Salonica: City at the Crossroads,Leon Sciaky/Peter Sciaky,4.13,eng,299,63,3,1041379560,Paul Dry Books,2,1
7632,The Secret of Shambhala: In Search of the Eleventh Insight (Celestine Prophecy  #3),James Redfield,4.0,eng,256,4181,131,978307860,Grand Central Publishing,1,1
7633,Development  Geography  and Economic Theory,Paul Krugman,4.0,eng,127,81,3,853805280,MIT Press,1,1
7634,The South,Colm Tóibín,3.6,eng,240,807,92,694224600,Penguin Books,1,1
7635,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,eng,528,140014,1753,883613040,Signet Book,1,1
7636,Last Bite,Nancy Verde Barr,3.42,eng,308,372,66,1136765160,Algonquin Books,1,1
7637,Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.17,eng,322,145660,5711,1075507680,Berkley,1,1
7638,Herzog on Herzog,Paul Cronin,4.45,eng,352,1373,93,1042070820,Farrar  Straus and Giroux,1,1
7639,Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,4.22,eng,208,20,1,1041811800,Univ Of Minnesota Press,2,1
7640,Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,3.94,eng,320,2,1,1356998640,Granta Books,21,1
7641,Quester's Endgame,Jo Clayton,3.98,eng,372,159,6,504922020,DAW,1,1
7642,Gai-Jin (Asian Saga  #3),James Clavell,3.86,eng,1236,10757,296,757555440,Dell,1,1
7643,FDR's Folly: How Roosevelt and His New Deal Prolonged the Great Depression,Jim  Powell,4.0,eng,352,481,45,1075248540,Crown Forum,1,1
7644,Desert Heat (Joanna Brady  #1),J.A. Jance,4.0,eng,256,41,11,1072915740,Severn House Publishers,1,1
7645,Die Entdeckung der Langsamkeit,Sten Nadolny,3.95,ger,358,1806,27,917481780,Piper Verlag,1,1
7646,Watchfiends and Rack Screams: Works from the Final Period,Antonin Artaud/Bernard Bador/Clayton Eshleman,4.25,eng,352,261,14,1072915320,Exact Change,3,1
7647,The Five Bells and Bladebone (Richard Jury  #9),Martha Grimes,3.93,eng,334,2884,97,1009843560,NAL,1,1
7648,The Rising: Antichrist is Born  (Before They Were Left Behind  #1),Tim LaHaye/Jerry B. Jenkins,4.2,eng,400,14475,194,1104538200,Tyndale House Publishers,2,1
7649,A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,3.94,en-US,312,2820,76,284429340,Arden Shakespeare,2,1
7650,Touched with Fire: Manic-Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,4.02,en-US,384,4209,199,821923800,Free Press,1,1
7651,The Vampire Lestat (The Vampire Chronicles  #2),Anne Rice,4.07,eng,481,156354,2720,1075507680,Ballantine Books,1,1
7652,Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,4.04,en-US,86,111,8,1075161840,Random House Books for Young Readers,2,1
7653,Formas breves,Ricardo Piglia,4.17,spa,144,240,30,978307560,Anagrama,1,1
7654,Pygmalion,George Bernard Shaw/Dan H. Laurence/Nicholas Grene,3.9,eng,122,2085,179,1043884860,Penguin Books,3,1
7655,Still Life with Woodpecker,Tom Robbins,4.05,eng,288,63155,2286,978998640,No Exit Press,1,1
7656,The Firm,Robin Waterfield/John Grisham,4.01,eng,76,540910,3378,947894520,Addison Wesley Publishing Company,2,1
7657,Suffer the Children,John Saul,3.91,en-US,378,28001,301,599616420,Dell,1,1
7658,A Lie and a Libel: The History of the Protocols of the Elders of Zion,Binjamin W. Segel/Richard S. Levy/Sergei Nilus,3.3,eng,148,8,2,820454880,University of Nebraska Press,3,1
7659,Collected Stories,Franz Kafka/Willa Muir/Edwin Muir/Gabriel Josipovici,4.35,eng,566,445,30,728007000,Knopf,4,1
7660,And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts/William Greider,4.37,eng,656,19747,1006,947376240,Stonewall Inn Editions,2,1
7661,The J.R.R. Tolkien Companion and Guide,Christina Scull/Wayne G. Hammond,4.64,eng,2264,45,0,1136160660,Houghton Mifflin Harcourt,2,1
7662,An American Childhood,Annie Dillard,3.91,eng,255,7102,604,1358208600,Harper Perennial,1,1
7663,Caramelo,Sandra Cisneros,3.9,eng,441,9317,700,1042070940,Vintage,1,1
7664,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche/R.J. Hollingdale,4.18,eng,292,818,26,853114260,Cambridge University Press,2,1
7665,My First Word Touch and Feel,Anne Millard,3.79,eng,12,24,6,979862940,DK Children,1,1
7666,Mischief (Harrow House  #2),Douglas Clegg,3.49,eng,359,385,29,946685340,Leisure Books,1,1
7667,Hitler's Willing Executioners: Ordinary Germans and the Holocaust,Daniel Jonah Goldhagen,3.68,en-GB,634,87,7,852249780,Abacus,1,1
7668,The Art of Warfare,Sun Tzu/Roger T. Ames,3.97,eng,336,824,55,725932980,Ballantine Books,2,1
7669,Wonderful Life: The Burgess Shale and the Nature of History,Stephen Jay Gould,4.12,eng,352,8207,179,632534940,W. W. Norton & Company,1,1
7670,Can't Wait to Get to Heaven,Fannie Flagg/Cassandra Campbell,3.91,eng,384,326,66,1137542820,Books on Tape,2,1
7671,Sherlock Holmes: The Unauthorized Biography,Nick Rennison,4.26,eng,304,29,6,1136938200,Atlantic Monthly Press,1,1
7672,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.04,eng,344,20695,714,1138579500,Harper Perennial,1,1
7673,The Door to December,Richard Paige/Dean Koontz,3.95,eng,518,32385,581,1009843560,Berkley Books,2,1
